,city,name_x,url,score,address,desc,Unnamed: 0,place_id,licence,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name_y,display_name,boundingbox,meteo,name_no_space
0,Carcassonne,**Auberge de l'Aude**,https://www.booking.com/hotel/fr/auberge-de-l-aude.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=1019998504_374398378_2_2_0&highlighted_blocks=1019998504_374398378_2_2_0&matching_block_id=1019998504_374398378_2_2_0&sr_pri_blocks=1019998504_374398378_2_2_0__5991&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,4","23 Rue des Amidonniers, 11000 Carcassonne, France","Offrant une vue sur la cour intérieure, **Auberge de l'AudeLe ** est un hébergement situé à Carcassonne, à 300 mètres de la cathédrale et à 600 mètres de la Maison des Mémoires. Cet hébergement climatisé se trouve à 50 km du château des Termes. L'établissement assure des services de navette aéroport et de location de vélos.

Les chambres de ce Bed & Breakfast sont équipées d'une télévision à écran plat. Une connexion Wi-Fi est disponible gratuitement. Certaines chambres possèdent une terrasse. Le linge de lit et les serviettes sont fournis.

Un petit-déjeuner buffet et continental composé de viennoiseries fraîches, de fruits et de jus de fruits est servi tous les jours. Vous trouverez un café et un salon.

Pour les personnes avec enfants, **Auberge de l'Aude** dispose d'équipements de jeux extérieurs. Un service de location de voitures est assuré sur place.

Vous séjournerez à 1,9 km du château de Comtal.**. L'aéroport de Carcassonne, le plus proche, est à 3 km.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
1,Carcassonne,La Rapière,https://www.booking.com/hotel/fr/la-rapia-re.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=36502403_151894922_2_41_0&highlighted_blocks=36502403_151894922_2_41_0&matching_block_id=36502403_151894922_2_41_0&sr_pri_blocks=36502403_151894922_2_41_0__11000&from=searchresults#hotelTmpl,"8,5","9 Montée Gaston Combéléran, 11000 Carcassonne, France","La chambre d'hôtes La Rapiere est située à Carcassonne, juste à l'extérieur des remparts médiévaux, à seulement 150 mètres de la cité médiévale et à 15 minutes à pied du centre-ville. L’établissement possède un bar-restaurant ouvert en saison doté d'une terrasse donnant sur la cité médiévale. Une connexion Wi-Fi est disponible gratuitement.

Décorées avec simplicité dans des tons neutres, toutes les chambres comprennent la climatisation, une télévision et une salle de bains privative. Deux chambres de La Rapière offrent une vue sur la cité médiévale et une chambre possède une terrasse privée.

Vous pourrez déguster un petit-déjeuner continental dans la salle à manger ou sur la terrasse sur place. Une gamme de boissons est disponible au bar, tandis que le restaurant sert une cuisine française et locale sous forme de menus fixes.

Un parking est disponible gratuitement sur place. L’autoroute A61 se trouve à 3 km. Le canal du Midi est accessible à 20 minutes à pied. Si vous arrivez en train, la gare de Carcassonne est idéalement située à 2 km.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
2,Carcassonne,LA COUR CARREE,https://www.booking.com/hotel/fr/la-cour-carree-carcassonne.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=485376005_377885402_2_1_0&highlighted_blocks=485376005_377885402_2_1_0&matching_block_id=485376005_377885402_2_1_0&sr_pri_blocks=485376005_377885402_2_1_0__12650&from=searchresults#hotelTmpl,"9,7","18 Boulevard Barbès, 11000 Carcassonne, France","Situé à Carcassonne, à 50 km du château des Termes et à 80 mètres de la cathédrale, l'établissement LA COUR CARREE propose un hébergement avec connexion Wi-Fi gratuite dans un bâtiment historique. Cet hébergement climatisé se trouve à 400 mètres de la Maison des Mémoires. Ce Bed & Breakfast propose des chambres familiales et des équipements pour les personnes à mobilité réduite.

Les logements sont équipés d'un coffre-fort et certains offrent une vue sur le jardin. Les logements comprennent une salle de bains privative, un sèche-cheveux et du linge de lit.

Un petit-déjeuner végétarien et végétalien composé de viennoiseries fraîches, de crêpes et de fruits est servi tous les jours.

Lors de votre séjour à LA COUR CARREE, vous pourrez pratiquer diverses activités à Carcassonne et dans ses environs, telles que le vélo, la randonnée et la marche.

Le château de Comtal se trouve à 1,8 km. L'aéroport de Carcassonne, le plus proche, est implanté à 3 km.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
3,Carcassonne,Appartement Domloc,https://www.booking.com/hotel/fr/domloc.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=252648701_288729117_2_0_0&highlighted_blocks=252648701_288729117_2_0_0&matching_block_id=252648701_288729117_2_0_0&sr_pri_blocks=252648701_288729117_2_0_0__11680&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,3","11,rue d alsace, 11000 Carcassonne, France","Situé à Carcassonne, à 7 minutes à pied de la médiathèque Grain d'Sel et à 600 mètres du tribunal d'instance, l'Appartement Domloc propose un hébergement avec connexion Wi-Fi et parking privé gratuits.

Ses logements climatisés comprennent une cuisine entièrement équipée avec coin repas, lave-vaisselle, machine à café et four. Un micro-ondes, un grille-pain et une bouilloire sont également fournis.

L'espace bien-être comporte un jacuzzi.

Vous profiterez également d'un barbecue et d'une terrasse.

La médiathèque Grain d'Arts se trouve à 800 mètres de l'Appartement Domloc et la mairie de Carcassonne est à 900 mètres. L'aéroport de Carcassonne est, quant à lui, accessible à 4 km.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
4,Carcassonne,Hôtel l'Aragon,https://www.booking.com/hotel/fr/l-aragon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=30272301_367504213_0_2_0&highlighted_blocks=30272301_367504213_0_2_0&matching_block_id=30272301_367504213_0_2_0&sr_pri_blocks=30272301_367504213_0_2_0__9860&from=searchresults#hotelTmpl,"8,3","15 montée Combeleran, 11000 Carcassonne, France","Situé à seulement 50 mètres du centre historique de Carcassonne dans l'Aude, l'hôtel l'Aragon propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux, un parking privé accessible sans frais sur place et une réception ouverte 24h/24.

Ses chambres sont équipées de la climatisation, d'une télévision par satellite à écran plat et d'une salle de bains privative avec des articles de toilette gratuits et un sèche-cheveux.

Un petit-déjeuner buffet est servi chaque matin sur place. Vous aurez la possibilité de vous détendre dans le salon ou sur la terrasse, par beau temps.

Enfin, cet établissement se trouve à 9 minutes à pied de l'église Saint-Nazaire et à 5 minutes de marche du château Comtal.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
5,Carcassonne,Hôtel Le Donjon - Cœur de La Cité Médiévale,https://www.booking.com/hotel/fr/bestwesternledonjon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=20224808_123321262_2_2_0&highlighted_blocks=20224808_123321262_2_2_0&matching_block_id=20224808_123321262_2_2_0&sr_pri_blocks=20224808_123321262_2_2_0__17278&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","2 Rue Du Comte Roger, La Cité, 11000 Carcassonne, France","Situé au cœur de la cité médiévale de Carcassonne, le Best Western Plus Le Donjon - Cœur de La Cité Médiévale est entouré par les anciens remparts de la ville. Cet hôtel possède un restaurant et un bar. L’établissement se compose de 2 bâtiments. Vous profiterez d’une connexion Wi-Fi gratuite dans l’ensemble des locaux.

Offrant une vue sur la rue ou le jardin, les chambres sont décorées individuellement et disposent d’une télévision à écran plat. Elles donnent sur la citadelle ou le jardin de l’hôtel.

Chaque matin, vous pourrez savourer un petit-déjeuner buffet sur place. Le restaurant de l’établissement sert une cuisine française traditionnelle. Vous pourrez aussi vous détendre au bar à cocktails en soirée.

La réception est ouverte 24h/24, et un service d’étage est disponible sur demande. Des services de nettoyage à sec et de blanchisserie sont également assurés.

La gare de Carcassonne se trouve à 2,4 km du Best Western Le Donjon. Vous séjournerez à moins de 100 mètres du château comtal et à 2 minutes à pied de la basilique Saint-Nazaire-et-Saint-Celse.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
6,Carcassonne,Cerise Carcassonne Sud,https://www.booking.com/hotel/fr/cerise-carcassonne-sud.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=50563501_88932323_0_34_0&highlighted_blocks=50563501_88932323_0_34_0&matching_block_id=50563501_88932323_0_34_0&sr_pri_blocks=50563501_88932323_0_34_0__8693&from=searchresults#hotelTmpl,"7,7","1 rue Darius Milhaud, 11000 Carcassonne, France","Located 500 metres from the medieval citadel of Carcassonne, Cerise Carcassonne Sud offers an indoor swimming pool, hammam, and free WiFi. The Saint Louis Bastide is only 1.5 km away.

Cerise Carcassonne Sud consists of two buildings situated in a large green space. All studios and apartments are air-conditioned and feature a TV, a wardrobe and a bathroom with a hairdryer. The kitchenette includes a microwave, kitchenware and a refrigerator. It also comes with hotplates and a coffee machine.

A buffet breakfast is offered each morning at Cerise Carcassonne Sud if reserved 1 day in advance. Takeaway meals can be requested at the reception anytime of the day and enjoyed in the comfort of your room. Guests can also find grocery shops and restaurants just 200 metres from the property. The hotel also has partner restaurants nearby, where guests can have dinner or have meals delivered upon request and at an additional cost.

Additional features include luggage storage, a laundry, an elevator and free private parking on site. Carcassonne Castle is only a 10-minute walk away and Carcassonne train station is 2 km from the building.

A pre-authorization will be requested upon arrival to guarantee your stay.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
7,Carcassonne,Mercure Carcassonne La Cité,https://www.booking.com/hotel/fr/carcassonne-porte-de-la-cite.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=5728903_376293289_2_2_0&highlighted_blocks=5728903_376293289_2_2_0&matching_block_id=5728903_376293289_2_2_0&sr_pri_blocks=5728903_376293289_2_2_0__13632&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","18 Rue Camille Saint-Saens, 11000 Carcassonne, France","Offrant une vue sur les remparts de la ville, le Mercure Carcassonne La Cité est situé à seulement 4 minutes à pied du quartier médiéval de Carcassonne. Il propose une piscine extérieure ouverte en été et une connexion Wi-Fi gratuite.

Le Mercure Carcassonne Porte De La Cite dispose de chambres climatisées avec une salle de bains privative moderne. Décorées dans des tons pastel, elles donnent sur le jardin ou la montagne Noire.

Au restaurant Le Vicomté sur place, vous dégusterez des spécialités méditerranéennes pour le déjeuner et le dîner, accompagnées d'une sélection de vins. Vous apprécierez également de vous détendre au bar, près de la cheminée.

Lors de votre séjour au Mercure Carcassonne La Cité, vous profiterez d'un jardin, d'un service d'étage, de 3 salles de réunion pouvant accueillir jusqu'à 90 personnes et d'un parking privé gratuit. Enfin, la gare de Carcassonne se trouve à 2,5 km.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
8,Carcassonne,Hotel Astoria,https://www.booking.com/hotel/fr/astoria-carcassonne.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=26744011_386256111_2_2_0&highlighted_blocks=26744011_386256111_2_2_0&matching_block_id=26744011_386256111_2_2_0&sr_pri_blocks=26744011_386256111_2_2_0__7480&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,1","18 Rue Tourtel, 11000 Carcassonne, France","Situé dans le centre de Carcassonne, à 150 mètres de la gare ferroviaire et à 20 minutes à pied de la Cité Médiévale, l'Hôtel Astoria propose une connexion Wi-Fi gratuite.

Ses chambres sont réparties dans 2 bâtiments, l'un doté de 2 niveaux et l'autre entièrement au rez-de-chaussée. Elles sont équipées d'une télévision, d'un téléphone et d'une salle de bains privative.

L'Astoria Hotel dispose d'un garage et d'un parking privé, disponibles sur réservation et moyennant des frais supplémentaires. Le stationnement dans le garage est gratuit pour les motos et les vélos.

L'établissement se trouve à 5 minutes de marche du palais de justice et à 50 mètres du Canal du Midi.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
9,Carcassonne,SOWELL HOTELS Les Chevaliers,https://www.booking.com/hotel/fr/soleil-vacances-les-chevaliers.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCy-mpsAbAAgHSAiRiMDQ1MTMwNy05NGFmLTRlY2YtOTEyMi02M2IxZThjZGUxMTLYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-04-02&checkout=2024-04-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=2eeb3de5250d0264&srepoch=1711961293&all_sr_blocks=291900424_278847916_0_34_0&highlighted_blocks=291900424_278847916_0_34_0&matching_block_id=291900424_278847916_0_34_0&sr_pri_blocks=291900424_278847916_0_34_0__9812&from=searchresults#hotelTmpl,"8,3","2 bis Rue des Calquières, 11000 Carcassonne, France","Situé à Carcassonne, à 2 minutes à pied de l'Aude et offrant une vue sur le pont Vieux, le SOWELL HOTELS Les Chevaliers propose une connexion Wi-Fi gratuite. La cité médiévale est à seulement 10 minutes à pied.

Certains logements bénéficient d’une terrasse donnant sur le jardin ou la cité médiévale.

Un petit-déjeuner buffet est servi chaque matin. Le restaurant sert une cuisine traditionnelle et des spécialités locales. Vous pourrez prendre un verre sur la terrasse en profitant de la vue sur la cité médiévale.

Le personnel de la réception, parlant espagnol et anglais, se fera un plaisir de vous fournir des conseils pratiques sur la région

L’aéroport de Carcassonne est le plus proche, à 4 km.",28,104358485,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,37774,43.2130358,2.3491069,boundary,administrative,16,0.5891672924570599,town,Carcassonne,"Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France","['43.1713069', '43.2443707', '2.2615684', '2.4362676']",0.0,Carcassonne
